tran_date,curr_code,std_rate
2015/03/24 上午 12:00:00,GBP,46.606893
2015/03/24 上午 12:00:00,JPY,0.262049
2015/03/24 上午 12:00:00,USD,31.383
2015/03/25 上午 12:00:00,AUD,24.630944
2015/03/25 上午 12:00:00,EUR,34.446897
2015/03/25 上午 12:00:00,GBP,46.727828
2015/03/25 上午 12:00:00,JPY,0.262792
2015/03/25 上午 12:00:00,USD,31.401
2015/03/26 上午 12:00:00,AUD,24.586975
2015/03/26 上午 12:00:00,EUR,34.181202
2015/03/26 上午 12:00:00,GBP,46.636425
2015/03/26 上午 12:00:00,JPY,0.263487
2015/03/26 上午 12:00:00,USD,31.405
2015/03/27 上午 12:00:00,AUD,24.328175
2015/03/27 上午 12:00:00,EUR,34.1611
2015/03/27 上午 12:00:00,GBP,46.689138
2015/03/27 上午 12:00:00,JPY,0.263324
2015/03/27 上午 12:00:00,USD,31.375
2015/03/30 上午 12:00:00,AUD,24.018252
2015/03/30 上午 12:00:00,EUR,33.993954
2015/03/30 上午 12:00:00,GBP,46.47378
2015/03/30 上午 12:00:00,JPY,0.261348
2015/03/30 上午 12:00:00,USD,31.38
2015/03/31 上午 12:00:00,AUD,23.886741
2015/03/31 上午 12:00:00,EUR,33.696413
2015/03/31 上午 12:00:00,GBP,46.530002
2015/03/31 上午 12:00:00,JPY,0.261414
2015/03/31 上午 12:00:00,USD,31.401
2015/04/01 上午 12:00:00,AUD,23.83512
2015/04/01 上午 12:00:00,EUR,33.754921
2015/04/01 上午 12:00:00,GBP,46.491029
2015/04/01 上午 12:00:00,JPY,0.261874
2015/04/01 上午 12:00:00,USD,31.362
2015/04/02 上午 12:00:00,AUD,23.765238
2015/04/02 上午 12:00:00,EUR,34.057664
2015/04/02 上午 12:00:00,GBP,46.416088
2015/04/02 上午 12:00:00,JPY,0.261468
2015/04/02 上午 12:00:00,USD,31.303
2015/04/07 上午 12:00:00,AUD,23.781437
2015/04/07 上午 12:00:00,EUR,33.687773
2015/04/07 上午 12:00:00,GBP,46.132997
2015/04/07 上午 12:00:00,JPY,0.258996
2015/04/07 上午 12:00:00,USD,31.152
2015/04/08 上午 12:00:00,AUD,23.994058
2015/04/08 上午 12:00:00,EUR,33.664751
2015/04/08 上午 12:00:00,GBP,46.423694
2015/04/08 上午 12:00:00,JPY,0.259935
2015/04/08 上午 12:00:00,USD,31.226
2015/04/09 上午 12:00:00,AUD,24.022885
2015/04/09 上午 12:00:00,EUR,33.292246
2015/04/09 上午 12:00:00,GBP,45.95017
2015/04/09 上午 12:00:00,JPY,0.259006
2015/04/09 上午 12:00:00,USD,31.231
2015/04/10 上午 12:00:00,AUD,24.001692
2015/04/10 上午 12:00:00,EUR,33.123772
2015/04/10 上午 12:00:00,GBP,45.710368
2015/04/10 上午 12:00:00,JPY,0.2599
2015/04/10 上午 12:00:00,USD,31.24
2015/04/13 上午 12:00:00,AUD,23.785444
2015/04/13 上午 12:00:00,EUR,33.119091
2015/04/13 上午 12:00:00,GBP,45.997519
2015/04/13 上午 12:00:00,JPY,0.260901
2015/04/13 上午 12:00:00,USD,31.342
2015/04/14 上午 12:00:00,AUD,23.878531
2015/04/14 上午 12:00:00,EUR,33.362936
2015/04/14 上午 12:00:00,GBP,46.285398
2015/04/14 上午 12:00:00,JPY,0.262245
2015/04/14 上午 12:00:00,USD,31.312
2015/04/15 上午 12:00:00,AUD,24.06144
2015/04/15 上午 12:00:00,EUR,33.472972
2015/04/15 上午 12:00:00,GBP,46.503119
2015/04/15 上午 12:00:00,JPY,0.262968
2015/04/15 上午 12:00:00,USD,31.33
2015/04/16 上午 12:00:00,AUD,24.389841
2015/04/16 上午 12:00:00,EUR,33.634479
2015/04/16 上午 12:00:00,GBP,46.676356
2015/04/16 上午 12:00:00,JPY,0.262608
2015/04/16 上午 12:00:00,USD,31.253
2015/04/17 上午 12:00:00,AUD,24.244036
2015/04/17 上午 12:00:00,EUR,33.673657
2015/04/17 上午 12:00:00,GBP,46.633933
2015/04/17 上午 12:00:00,JPY,0.262064
2015/04/17 上午 12:00:00,USD,31.162
2015/04/20 上午 12:00:00,AUD,24.026295
2015/04/20 上午 12:00:00,EUR,33.397328
2015/04/20 上午 12:00:00,GBP,46.363751
2015/04/20 上午 12:00:00,JPY,0.260967
2015/04/20 上午 12:00:00,USD,31.102
2015/04/21 上午 12:00:00,AUD,24.0375
2015/04/21 上午 12:00:00,EUR,33.467333
2015/04/21 上午 12:00:00,GBP,46.52882
2015/04/21 上午 12:00:00,JPY,0.260491
2015/04/21 上午 12:00:00,USD,31.173
2015/04/22 上午 12:00:00,AUD,24.128132
2015/04/22 上午 12:00:00,EUR,33.368693
2015/04/22 上午 12:00:00,GBP,46.781507
2015/04/22 上午 12:00:00,JPY,0.25947
2015/04/22 上午 12:00:00,USD,31.113
2015/04/23 上午 12:00:00,AUD,24.213692
2015/04/23 上午 12:00:00,EUR,33.696194
2015/04/23 上午 12:00:00,GBP,46.873947
2015/04/23 上午 12:00:00,JPY,0.260336
2015/04/23 上午 12:00:00,USD,31.131
2015/04/24 上午 12:00:00,AUD,24.294302
2015/04/24 上午 12:00:00,EUR,33.761752
2015/04/24 上午 12:00:00,GBP,47.154049
2015/04/24 上午 12:00:00,JPY,0.260955
2015/04/24 上午 12:00:00,USD,31.051
2015/04/27 上午 12:00:00,AUD,24.25366
2015/04/27 上午 12:00:00,EUR,33.613801
2015/04/27 上午 12:00:00,GBP,47.025992
2015/04/27 上午 12:00:00,JPY,0.259249
2015/04/27 上午 12:00:00,USD,30.861
2015/04/28 上午 12:00:00,AUD,24.738794
2015/04/28 上午 12:00:00,EUR,33.855521
2015/04/28 上午 12:00:00,GBP,47.291671
2015/04/28 上午 12:00:00,JPY,0.259411
2015/04/28 上午 12:00:00,USD,30.831
2015/04/29 上午 12:00:00,AUD,24.580556
2015/04/29 上午 12:00:00,EUR,34.157396
2015/04/29 上午 12:00:00,GBP,47.386941
2015/04/29 上午 12:00:00,JPY,0.257898
2015/04/29 上午 12:00:00,USD,30.695
2015/04/30 上午 12:00:00,AUD,24.312531
2015/04/30 上午 12:00:00,EUR,34.516045
2015/04/30 上午 12:00:00,GBP,47.21047
2015/04/30 上午 12:00:00,JPY,0.257598
2015/04/30 上午 12:00:00,USD,30.752
2015/05/04 上午 12:00:00,AUD,24.122229
2015/05/04 上午 12:00:00,EUR,34.30293
2015/05/04 上午 12:00:00,GBP,46.533312
2015/05/04 上午 12:00:00,JPY,0.256189
2015/05/04 上午 12:00:00,USD,30.776
2015/05/05 上午 12:00:00,AUD,24.44627
2015/05/05 上午 12:00:00,EUR,34.431627
2015/05/05 上午 12:00:00,GBP,46.731714
2015/05/05 上午 12:00:00,JPY,0.256829
2015/05/05 上午 12:00:00,USD,30.781
2015/05/06 上午 12:00:00,AUD,24.50399
2015/05/06 上午 12:00:00,EUR,34.895429
2015/05/06 上午 12:00:00,GBP,46.886024
2015/05/06 上午 12:00:00,JPY,0.257433
2015/05/06 上午 12:00:00,USD,30.753
2015/05/07 上午 12:00:00,AUD,24.355932
2015/05/07 上午 12:00:00,EUR,34.70266
2015/05/07 上午 12:00:00,GBP,46.965334
2015/05/07 上午 12:00:00,JPY,0.257249
2015/05/07 上午 12:00:00,USD,30.803
2015/05/08 上午 12:00:00,AUD,24.390492
2015/05/08 上午 12:00:00,EUR,34.453724
2015/05/08 上午 12:00:00,GBP,47.541155
2015/05/08 上午 12:00:00,JPY,0.256932
2015/05/08 上午 12:00:00,USD,30.765
2015/05/11 上午 12:00:00,AUD,24.28542
2015/05/11 上午 12:00:00,EUR,34.33509
2015/05/11 上午 12:00:00,GBP,47.973708
2015/05/11 上午 12:00:00,JPY,0.256329
2015/05/11 上午 12:00:00,USD,30.78
2015/05/12 上午 12:00:00,AUD,24.577137
2015/05/12 上午 12:00:00,EUR,34.547253
2015/05/12 上午 12:00:00,GBP,48.27927
2015/05/12 上午 12:00:00,JPY,0.257028
2015/05/12 上午 12:00:00,USD,30.81
2015/05/13 上午 12:00:00,AUD,24.971814
2015/05/13 上午 12:00:00,EUR,34.947612
2015/05/13 上午 12:00:00,GBP,48.466188
2015/05/13 上午 12:00:00,JPY,0.258308
2015/05/13 上午 12:00:00,USD,30.78
2015/05/14 上午 12:00:00,AUD,24.793316
2015/05/14 上午 12:00:00,EUR,35.007021
2015/05/14 上午 12:00:00,GBP,48.402346
2015/05/14 上午 12:00:00,JPY,0.257434
2015/05/14 上午 12:00:00,USD,30.681
2015/05/15 上午 12:00:00,AUD,24.64266
2015/05/15 上午 12:00:00,EUR,35.053801
2015/05/15 上午 12:00:00,GBP,48.149615
2015/05/15 上午 12:00:00,JPY,0.256747
2015/05/15 上午 12:00:00,USD,30.612
2015/05/18 上午 12:00:00,AUD,24.460451
